WDS,Disc,Comp,Obs1,Obs2,pa1,pa2,sep1,sep2,mag1,mag2,DM,Notes,n_RAJ2000,RAJ2000,DEJ2000,_RA.icrs,_DE.icrs
00017+2515,SLN   1,,2004,2016,198,198,2.2,2.1,18.16,19.01,,V R,,00 01 42.84,+25 15 06.1,00 01 42.84,+25 15 06.1
00017+0147,GRV   1,,1909,2016,350,350,72.8,73.3,11.33,11.84,,V,,00 01 42.43,+01 47 12.9,00 01 42.43,+01 47 12.9
00017-0911,RST4737,,1938,2016,109,105,0.9,0.8,10.51,11.05,-09 6306,,,00 01 40.89,-09 10 44.5,00 01 40.89,-09 10 44.5
00017-2348,TDS1253,,2016,2016,125,125,2.4,2.4,10.3,18.3,-2417949,,,00 01 41.12,-23 47 47.3,00 01 41.12,-23 47 47.3
00018+8003,LOC 127,,2015,2016,17,17,1.6,1.6,11.6,16.9,,T,,00 01 49.92,+80 03 01.8,00 01 49.92,+80 03 01.8
00018+6437,HU  798,,1904,2023,290,299,1.6,1.7,10.14,11.34,+63 2093,,,00 01 50.45,+64 37 29.3,00 01 50.45,+64 37 29.3
00018+6014,TDS1254,,1991,2015,221,234,0.7,1.0,11.63,12.0,,,,00 01 49.72,+60 13 51.6,00 01 49.72,+60 13 51.6
00018+1457,SKF1063,,2000,2015,31,30,1.4,1.3,18.2,19.8,,,,00 01 48.89,+14 57 28.8,00 01 48.89,+14 57 28.8
00018+3504,KPP 949,,1991,2024,335,335,7.6,7.8,13.2,14.7,,T,,00 01 46.74,+35 04 24.9,00 01 46.74,+35 04 24.9
00018+1055,SLW9019,,2000,2015,344,344,7.9,7.8,15.0,17.3,,,,00 01 47.07,+10 55 23.4,00 01 47.07,+10 55 23.4
00018-0322,LDS9083,,1954,2015,331,336,9.4,8.6,18.5,19.1,,NU,,00 01 46.32,-03 23 33.1,00 01 46.32,-03 23 33.1
00018-1912,HJ 3232,,1830,2016,346,340,12.0,14.1,10.44,12.9,-20 6695,,,00 01 47.06,-19 11 39.2,00 01 47.06,-19 11 39.2
00018-2548,B   630,,1925,1962,26,348,0.2,0.2,9.8,10.2,-2616876,N,,00 01 49.40,-25 47 54.5,00 01 49.40,-25 47 54.5
00018-3613,B   629,,1925,2016,189,185,1.5,1.8,9.65,11.39,-3616140,T,,00 01 47.12,-36 12 54.8,00 01 47.12,-36 12 54.8
00018-5715,HJ 5438,,1834,2016,323,322,4.0,11.1,10.99,14.7,-5710404,,,00 01 47.80,-57 14 31.3,00 01 47.80,-57 14 31.3
00019+6319,BU  482,AB,1877,2018,343,343,4.1,4.4,9.8,10.9,+62 2350,,,00 01 52.47,+63 18 59.0,00 01 52.47,+63 18 59.0
00019+6319,BU  482,AC,1880,2015,126,125,9.5,10.4,9.8,11.0,,,,00 01 52.47,+63 18 59.0,00 01 52.47,+63 18 59.0
00019+5257,TDS1255,,1991,1991,52,52,0.6,0.6,11.4,11.94,,X,,00 01 54.03,+52 57 14.6,00 01 54.03,+52 57 14.6
00019-0943,SLW9011,,1998,2016,236,237,4.6,4.6,17.5,18.7,,V,,00 01 54.70,-09 42 57.7,00 01 54.70,-09 42 57.7
00019-0952,LDS5157,,1960,2016,72,71,2.0,2.8,15.1,16.5,,NV,,00 01 56.00,-09 51 46.7,00 01 56.00,-09 51 46.7
00019-4137,I  1060,,1910,2023,310,40,0.9,0.7,7.95,10.77,-4216567,,,00 01 56.30,-41 36 49.5,00 01 56.30,-41 36 49.5
00019-4836,B  1405,,1930,2015,238,237,4.8,5.0,11.27,13.3,-4914320,,,00 01 52.77,-48 35 12.8,00 01 52.77,-48 35 12.8
00020+6057,ES 1933,,1921,2015,350,348,2.2,2.7,10.9,11.0,+60 2659,,,00 02 06.41,+60 56 29.2,00 02 06.41,+60 56 29.2
00020+4530,J   864,AB,1893,2015,52,54,3.8,4.5,11.06,11.75,,N,,00 02 01.68,+45 31 19.7,00 02 01.68,+45 31 19.7
00020+4530,J   864,AC,1912,2015,359,8,13.6,18.0,11.06,14.37,,NU,,00 02 01.68,+45 31 19.7,00 02 01.68,+45 31 19.7
00020+2347,TVB   2,,1893,2019,292,291,27.8,28.3,8.98,9.63,+22 4943,V,,00 02 01.73,+23 46 51.0,00 02 01.73,+23 46 51.0
00020+1720,TDS1256,,1991,1991,242,242,0.4,0.4,10.95,11.15,+16 5030,X,,00 01 58.58,+17 19 57.1,00 01 58.58,+17 19 57.1
00020+1628,KPP4403,,2008,2016,144,144,1.5,1.6,13.5,13.9,,T,,00 01 59.63,+16 27 45.6,00 01 59.63,+16 27 45.6
00020-0719,SLW9020,,1998,2016,81,82,5.7,5.7,15.3,15.4,,V,,00 01 59.54,-07 19 14.5,00 01 59.54,-07 19 14.5
00021+7606,TDS1257,,1991,1991,281,281,0.6,0.6,11.61,11.86,,X,,00 02 04.64,+76 05 37.5,00 02 04.64,+76 05 37.5
00021+5820,STI3085,,1910,2015,114,117,9.0,8.6,12.3,12.4,,,,00 02 05.47,+58 20 45.3,00 02 05.47,+58 20 45.3
00021+5556,TDS1258,,1991,2018,245,246,0.8,0.7,10.83,10.88,+55 3070,,,00 02 06.55,+55 55 30.6,00 02 06.55,+55 55 30.6
00021+4325,TDS1259,,1991,2016,74,28,0.6,3.9,11.66,11.75,,,,00 02 08.45,+43 25 14.0,00 02 08.45,+43 25 14.0
00021+3100,LTL  17,,2021,2021,245,245,0.8,0.8,11.2,14.8,,,,00 02 08.12,+30 59 46.0,00 02 08.12,+30 59 46.0
00021+3057,LDS5158,,1954,2015,35,39,36.1,35.6,15.92,16.62,,U,,00 02 11.02,+30 57 26.4,00 02 11.02,+30 57 26.4
00021+2929,SLW   1,,1952,2016,192,192,16.6,16.8,16.8,19.4,,V R,,00 02 03.74,+29 28 30.5,00 02 03.74,+29 28 30.5
00021+1454,WAA  54,,2004,2016,73,72,0.7,0.8,18.6,19.6,,,,00 02 04.86,+14 53 52.6,00 02 04.86,+14 53 52.6
00021+0408,KPP3126,,2015,2016,62,62,1.9,1.9,14.72,14.8,,T,,00 02 03.76,+04 08 12.7,00 02 03.76,+04 08 12.7
00021-3535,TDS1260,,1991,1991,351,351,0.5,0.5,11.73,11.96,-3616142,X,,00 02 03.50,-35 35 02.4,00 02 03.50,-35 35 02.4
00021-3656,TDS1261,,1991,1991,279,279,0.5,0.5,11.32,11.48,-3715471,X,,00 02 04.70,-36 56 27.4,00 02 04.70,-36 56 27.4
00021-6817,I   699,AB,1907,2015,85,131,1.0,4.2,9.71,10.56,-68 3594,O,,00 02 08.72,-68 16 50.6,00 02 08.72,-68 16 50.6
00021-6817,BAU   2,AC,1993,2016,59,50,47.2,46.0,9.71,15.22,,,,00 02 08.72,-68 16 50.6,00 02 08.72,-68 16 50.6
00022+5958,BU 1337,AB,1898,2015,249,248,12.2,12.9,8.96,11.65,+59 2815,N W,,00 02 12.40,+59 57 55.2,00 02 12.40,+59 57 55.2
00022+5946,HAU   7,,1961,2015,105,105,10.9,11.3,12.4,13.6,,,,00 02 12.48,+59 47 56.9,00 02 12.48,+59 47 56.9
00022+5716,FOX  52,,1912,2021,136,135,2.2,2.3,10.42,10.94,+56 3133,V,,00 02 10.87,+57 15 25.1,00 02 10.87,+57 15 25.1
00022+3829,COU 945,,1972,2016,107,104,2.0,2.2,9.86,11.94,+37 4922,,,00 02 15.51,+38 29 18.0,00 02 15.51,+38 29 18.0
00022+3622,UC  306,,1954,2015,78,79,46.8,46.4,11.71,15.53,,V U,,00 02 11.10,+36 21 55.8,00 02 11.10,+36 21 55.8
00022+2705,BU  733,AB,1878,2018,274,106,0.7,0.7,5.83,8.9,+26 4734,NO,,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6
00022+2705,BU  733,AC,1852,2013,114,324,32.8,177.5,5.83,9.88,+26 4735,NL U,,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6
00022+2705,BU  733,AD,1878,1998,277,307,61.7,206.4,5.83,14.2,,NL U,,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6
00022+2705,HSW   1,AE,1993,1998,310,309,93.6,100.9,5.83,15.67,,NU,,00 02 10.18,+27 04 55.6,00 02 10.18,+27 04 55.6
00022-2052,YSC 168,,2011,2019,40,47,0.1,0.1,10.2,10.6,-21 6517,,,00 02 09.04,-20 52 17.9,00 02 09.04,-20 52 17.9
00022-2255,TDS1262,,1991,1991,254,254,0.5,0.5,11.35,11.53,-2318123,X,,00 02 11.07,-22 55 22.6,00 02 11.07,-22 55 22.6
00022-7715,NSN 168,,1998,2016,96,107,4.4,4.8,10.81,17.29,,T,,00 02 09.39,-77 15 06.9,00 02 09.39,-77 15 06.9
00023+6225,STI1257,,1913,2015,306,300,10.5,10.4,12.03,13.5,,,,00 02 17.74,+62 25 28.0,00 02 17.74,+62 25 28.0
00023+5525,KPP4404,,2012,2015,15,23,4.1,3.7,9.8,13.4,,T,,00 02 19.39,+55 25 08.8,00 02 19.39,+55 25 08.8
00023+4108,TDS1263,,1991,1991,261,261,0.8,0.8,11.21,11.45,,X,,00 02 15.02,+41 08 13.5,00 02 15.02,+41 08 13.5
00023+3257,HO  209,"Aa,Ab",2015,2015,29,31,0.3,0.4,9.07,,+32 4755,,,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7
00023+3257,HO  209,AB,1884,2021,359,347,1.3,1.4,9.07,10.54,+32 4755,,,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7
00023+3257,HO  209,AC,1884,2016,139,140,19.5,12.5,9.07,13.0,,,,00 02 19.30,+32 57 24.7,00 02 19.30,+32 57 24.7
00023+1609,BPM   1,,1954,2015,187,185,30.6,30.7,15.15,15.68,,NU,,00 02 20.00,+16 08 46.9,00 02 20.00,+16 08 46.9
00023+0732,LDS9084,,1955,2016,128,128,15.2,15.1,17.8,18.0,,NV,,00 02 15.38,+07 33 59.6,00 02 15.38,+07 33 59.6
00023-1042,RST4138,,1937,2016,335,336,1.0,1.1,11.17,11.99,-11 6183,,,00 02 17.51,-10 42 29.1,00 02 17.51,-10 42 29.1
00023-1324,GAA  22,"Aa,Ab",2020,2021,224,46,0.0,0.0,5.8,7.7,-14 6603,OWK,,00 02 16.68,-13 24 26.8,00 02 16.68,-13 24 26.8
00023-2708,HJ 5440,AB,1834,2016,285,288,3.6,2.9,8.61,9.01,-2716522,W,,00 02 16.27,-27 08 06.3,00 02 16.27,-27 08 06.3
00023-2943,B   631,,1925,1927,306,330,2.0,3.0,5.0,13.0,-3019790,NX,,00 02 19.91,-29 43 13.6,00 02 19.91,-29 43 13.6
00023-3632,TDS1264,,1991,1991,274,274,0.5,0.5,11.45,11.59,-3715474,X,,00 02 18.40,-36 31 56.1,00 02 18.40,-36 31 56.1
00023-4223,CBL 557,,2000,2015,222,222,11.8,11.8,16.0,17.7,,V,,00 02 16.53,-42 22 45.9,00 02 16.53,-42 22 45.9
00023-7238,HJ 5439,,1835,2016,87,79,4.5,9.5,9.93,12.2,-73 2342,,,00 02 15.86,-72 37 45.8,00 02 15.86,-72 37 45.8
00024+5030,COU2350,,1985,2018,118,116,0.4,0.5,7.68,9.19,+49 4314,,,00 02 22.00,+50 29 59.4,00 02 22.00,+50 29 59.4
00024+2518,POU5883,AB,1898,2016,320,320,3.4,3.7,12.6,13.2,,,,00 02 27.74,+25 18 28.2,00 02 27.74,+25 18 28.2
00024+2518,POU5883,AC,2013,2013,196,196,10.2,10.2,12.6,14.4,,,,00 02 27.74,+25 18 28.2,00 02 27.74,+25 18 28.2
00024+1429,GWP   4,,1949,2016,144,144,20.1,20.2,10.8,15.4,,N,,00 02 26.00,+14 29 11.8,00 02 26.00,+14 29 11.8
00024+1100,KPP4405,,2000,2016,103,103,3.9,4.7,9.1,13.4,,T,,00 02 21.54,+11 00 22.5,00 02 21.54,+11 00 22.5
00024+1047,A  1249,AB,1905,2017,240,246,0.3,0.3,9.91,9.37,+09 5314,NO Z,,00 02 25.33,+10 46 35.9,00 02 25.33,+10 46 35.9
00024+1047,BGH   1,"AB,C",1900,2016,301,301,63.7,63.4,8.8,8.55,+09 5313,NV,,00 02 25.33,+10 46 35.9,00 02 25.33,+10 46 35.9
00024+0114,SKF1597,,2001,2015,33,34,2.5,3.0,20.2,21.3,,,,00 02 25.51,+01 13 37.6,00 02 25.51,+01 13 37.6
00024-2428,LDS2073,,1952,2015,32,40,11.0,14.0,14.5,17.7,,U,,00 02 24.84,-24 26 29.0,00 02 24.84,-24 26 29.0
00024-3657,UC  307,,1998,2015,223,223,76.5,76.5,10.12,14.74,,V,,00 02 24.90,-36 56 55.3,00 02 24.90,-36 56 55.3
00025+6100,TDS   2,,1991,2016,200,193,1.1,1.0,10.59,11.5,,,,00 02 28.09,+61 00 11.1,00 02 28.09,+61 00 11.1
00025+0440,GKM9001,AC,2021,2021,197,197,1.1,1.1,12.4,12.6,,WR,,00 02 27.33,+04 40 06.7,00 02 27.33,+04 40 06.7
00025+0003,WAA  55,AB,2002,2016,208,197,1.4,1.4,18.3,20.7,,U,,00 02 28.66,+00 02 35.9,00 02 28.66,+00 02 35.9
00025+0003,WAA  55,AC,2002,2002,189,190,4.1,4.1,18.3,22.8,,,,00 02 28.66,+00 02 35.9,00 02 28.66,+00 02 35.9
00025-0826,LDS5255,,1960,2015,39,41,88.0,110.7,12.41,15.37,,N,,00 02 32.68,-08 26 17.9,00 02 32.68,-08 26 17.9
00025-3956,TDS1265,,1991,1991,156,156,0.8,0.8,11.88,12.73,-4015314,X,,00 02 32.73,-39 55 55.6,00 02 32.73,-39 55 55.6
00025-5654,B  1022,,1927,2016,128,127,2.9,3.0,10.11,12.9,-5710407,T,,00 02 29.53,-56 53 49.6,00 02 29.53,-56 53 49.6
00026+6606,STF3053,AB,1828,2018,69,70,18.0,15.2,5.96,7.17,+65 1987,N,,00 02 36.08,+66 05 56.3,00 02 36.08,+66 05 56.3
00026+6606,STF3053,AC,1893,2012,290,291,97.6,98.5,5.96,10.99,,N,,00 02 36.08,+66 05 56.3,00 02 36.08,+66 05 56.3
00026+6158,STI1258,,1913,2015,81,85,12.1,12.2,11.1,12.6,,,,00 02 37.98,+61 58 16.6,00 02 37.98,+61 58 16.6
00026+5942,MLB 106,AB,1911,2022,49,42,2.8,2.2,11.36,11.6,,I,,00 02 40.59,+59 41 49.3,00 02 40.59,+59 41 49.3
00026+5942,WAK   8,CD,1970,2015,246,246,6.4,6.5,12.0,12.2,,,,00 02 36.56,+59 40 08.0,00 02 36.56,+59 40 08.0
00026+5534,A  1499,,1906,2016,208,209,1.0,1.6,8.41,9.97,+54 3101,,,00 02 35.44,+55 34 20.3,00 02 35.44,+55 34 20.3
00026+4221,GRV   2,,1893,2016,114,113,25.1,24.8,10.93,12.21,,,,00 02 38.53,+42 21 35.4,00 02 38.53,+42 21 35.4
00026+1841,HDS   2,"Aa,Ab",1991,2023,165,239,0.2,0.1,8.49,10.62,+17 5027,NO,,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1
00026+1841,HDS   2,AB,2011,2018,337,151,2.0,2.1,8.4,10.5,+17 5027,N,,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1
00026+1841,SHY 378,AC,1991,2016,3,3,550.1,549.9,8.26,8.61,+17 5027,NV,,00 02 33.44,+18 41 00.1,00 02 33.44,+18 41 00.1
00026+0725,SLW9021,,2000,2015,315,318,8.2,8.3,16.3,17.1,,U,,00 02 36.29,+07 24 51.4,00 02 36.29,+07 24 51.4
00026-0829,A   428,,1902,2022,111,274,0.2,0.1,9.82,10.07,-09 6310,O,,00 02 38.92,-08 29 16.6,00 02 38.92,-08 29 16.6
00026-4645,LIT   1,,2000,2016,136,138,8.1,8.5,16.5,20.4,,V,,00 02 35.66,-46 44 52.0,00 02 35.66,-46 44 52.0
00027+5958,ARG  47,,1892,2016,289,293,10.1,9.7,9.49,10.28,+59 2819,,,00 02 44.95,+59 57 35.9,00 02 44.95,+59 57 35.9
00027+3433,TDS1266,,1991,2019,143,144,0.5,0.6,11.2,11.35,+33 4821,,,00 02 39.48,+34 32 55.4,00 02 39.48,+34 32 55.4
00027-0644,SLW9022,,1998,2015,332,333,15.8,16.0,16.7,17.2,,U,,00 02 42.03,-06 44 12.7,00 02 42.03,-06 44 12.7
00027-4048,LDS5256,,1960,2015,271,269,300.0,295.9,9.6,14.72,-4115386,U,,00 02 48.15,-40 48 33.4,00 02 48.15,-40 48 33.4
00027-4753,TDS1267,,1991,1991,109,109,0.6,0.6,11.29,11.43,-4814677,X,,00 02 43.91,-47 52 33.2,00 02 43.91,-47 52 33.2
00028+8017,STF3051,,1832,2021,24,24,16.5,16.7,7.74,9.47,+79  799,Z,,00 02 46.53,+80 16 56.2,00 02 46.53,+80 16 56.2
00028+7812,HU  799,,1904,1959,292,296,0.6,0.3,10.2,10.6,+77  933,,,00 02 50.06,+78 12 17.7,00 02 50.06,+78 12 17.7
00028+5742,STI3086,,1910,2015,337,333,13.9,14.8,10.93,13.1,,,,00 02 50.82,+57 42 02.2,00 02 50.82,+57 42 02.2
00028+3549,HO  622,,1893,2015,90,86,18.0,23.6,7.53,12.3,+35 5159,,,00 02 46.02,+35 48 55.7,00 02 46.02,+35 48 55.7
00028+2629,LDS3114,,1953,2016,21,21,8.8,8.7,16.0,19.4,,,,00 02 53.56,+26 29 28.6,00 02 53.56,+26 29 28.6
00028+1647,BPM   2,,1954,2015,335,336,77.1,77.9,15.31,15.76,,NV,,00 02 46.39,+16 47 08.2,00 02 46.39,+16 47 08.2
00028+0208,BU  281,AB,1877,2017,217,159,1.1,1.6,7.4,9.36,+01 4820,NO,,00 02 47.14,+02 07 49.4,00 02 47.14,+02 07 49.4
00028+0208,HJ  998,AC,1877,2016,336,329,30.4,46.3,7.4,12.38,,NL U,,00 02 47.14,+02 07 49.4,00 02 47.14,+02 07 49.4
00028-2353,B   632,,1926,1931,220,162,0.2,0.2,10.2,10.4,-2417956,X,,00 02 48.85,-23 52 32.8,00 02 48.85,-23 52 32.8
00028-4404,TDS1268,,1991,1991,93,93,0.9,0.9,11.5,12.37,-4415433,X,,00 02 46.09,-44 04 29.1,00 02 46.09,-44 04 29.1
00029+7122,STF3052,,1831,2021,6,9,30.0,34.7,8.63,9.26,+70 1342,Z,,00 02 55.66,+71 21 30.7,00 02 55.66,+71 21 30.7
00029+4715,A   800,,1904,2020,106,113,1.4,1.5,8.94,9.1,+46 4244,,,00 02 51.42,+47 15 07.9,00 02 51.42,+47 15 07.9
00029+2844,MLB 509,,1926,2017,324,329,3.5,3.3,10.1,11.6,+27 4668,,,00 02 51.79,+28 44 45.5,00 02 51.79,+28 44 45.5
00029+2520,DAM 825,,2001,2016,285,285,3.2,3.2,12.4,13.0,,,,00 02 52.23,+25 20 01.0,00 02 52.23,+25 20 01.0
00029+1440,SKF1064,,2001,2015,76,79,1.2,1.2,15.7,16.1,,,,00 02 55.85,+14 40 26.5,00 02 55.85,+14 40 26.5
00029-0407,GWP   5,,1954,2016,211,213,9.7,8.6,11.7,15.9,,V,,00 02 56.93,-04 06 50.9,00 02 56.93,-04 06 50.9
00029-6922,TDS1269,,1991,1991,67,67,0.9,0.9,11.26,12.35,,X,,00 02 53.73,-69 21 33.7,00 02 53.73,-69 21 33.7
00029-7436,TDS   3,AB,1991,2017,48,47,1.4,1.5,10.64,11.26,-75 1828,,,00 02 51.07,-74 35 52.4,00 02 51.07,-74 35 52.4
00029-7436,BVD  30,"AB,C",1895,2015,11,11,37.2,37.8,10.64,11.37,,V,,00 02 51.07,-74 35 52.4,00 02 51.07,-74 35 52.4
00030+7848,TDS1270,,1991,1991,196,196,1.0,1.0,12.04,12.87,,X,,00 02 58.20,+78 48 29.3,00 02 58.20,+78 48 29.3
00030+5908,TDS1271,,1991,2018,255,256,0.6,0.6,10.93,11.19,,,,00 03 02.62,+59 07 59.8,00 03 02.62,+59 07 59.8
00030+1520,TDS1272,,1991,2018,286,321,0.7,0.7,11.32,11.5,+14 5089,,,00 03 02.31,+15 20 07.8,00 03 02.31,+15 20 07.8
00030+0723,HJ 3233,AB,1830,2015,195,237,7.0,20.1,10.7,11.2,,,,00 03 04.59,+07 21 40.6,00 03 04.59,+07 21 40.6
00030+0723,HJ 3233,AC,1905,2015,331,325,79.8,83.5,10.7,10.13,+06 5237,,,00 03 04.59,+07 21 40.6,00 03 04.59,+07 21 40.6
00030+0341,CVR 302,,1955,2016,205,205,13.1,13.2,17.5,17.9,,V,,00 03 02.74,+03 41 37.0,00 03 02.74,+03 41 37.0
00030-0054,HJ  999,,1827,2016,85,76,30.0,26.0,8.22,13.4,-01 4520,,,00 02 57.08,-00 53 37.8,00 02 57.08,-00 53 37.8
00030-0505,SLW9023,,2006,2015,242,242,2.4,2.3,15.9,15.2,,,,00 03 01.25,-05 04 53.2,00 03 01.25,-05 04 53.2
00030-1106,CVR1027,AB,1998,2016,236,236,4.5,4.5,16.8,16.9,,VW,,00 02 58.13,-11 06 13.2,00 02 58.13,-11 06 13.2
00030-2003,TOK 441,,1980,1999,11,11,999.9,999.9,6.3,15.46,,,,00 02 57.49,-20 02 45.2,00 02 57.49,-20 02 45.2
00030-3207,LDS2074,,1954,2015,314,313,114.6,113.9,16.0,17.6,,U,,00 03 07.24,-32 07 54.5,00 03 07.24,-32 07 54.5
00030-5402,RST2232,,1931,2016,48,48,1.1,1.3,10.85,12.07,-5410420,,,00 03 00.88,-54 01 33.8,00 03 00.88,-54 01 33.8
00030-5741,UC  308,,1998,2015,250,250,8.9,8.8,13.6,15.7,,V,,00 03 00.62,-57 40 38.1,00 03 00.62,-57 40 38.1
00031+6942,BU  861,AB,1881,2016,177,177,1.3,1.6,11.31,11.53,+68 1422,,,00 03 04.97,+69 42 07.4,00 03 04.97,+69 42 07.4
00031+6942,BU  861,AC,1902,2015,46,39,16.4,14.0,11.31,13.7,,,,00 03 04.97,+69 42 07.4,00 03 04.97,+69 42 07.4
00031+6942,BU  861,AD,1907,2015,273,273,16.8,20.1,11.31,15.6,,,,00 03 04.97,+69 42 07.4,00 03 04.97,+69 42 07.4
00031+5441,STI3087,,1907,2015,162,164,7.6,7.3,13.2,13.2,,,,00 03 09.71,+54 41 34.8,00 03 09.71,+54 41 34.8
00031+5228,HDS   3,,1991,2011,327,334,0.4,0.3,8.41,11.12,+51 3769,,,00 03 05.84,+52 27 54.6,00 03 05.84,+52 27 54.6
00031+3033,MLB 591,,1928,2016,345,334,4.1,6.0,12.7,14.1,,U,,00 03 04.25,+30 33 24.4,00 03 04.25,+30 33 24.4
00031+2929,MLB 510,,1926,2015,143,139,5.3,5.5,10.4,13.89,+28 4694,,,00 03 07.11,+29 29 09.5,00 03 07.11,+29 29 09.5
00031+2514,DAM 826,,1998,2015,358,357,5.3,5.4,10.6,13.2,,V,,00 03 05.99,+25 13 44.4,00 03 05.99,+25 13 44.4
00031+2004,TDS1273,,1991,1991,71,71,0.8,0.8,11.33,12.07,+19 5195,X,,00 03 04.85,+20 04 11.9,00 03 04.85,+20 04 11.9
00031+0816,STF3054,,1828,2016,182,181,33.7,33.8,8.13,9.05,+07 5123,NY,,00 03 03.76,+08 16 14.5,00 03 03.76,+08 16 14.5
00031-3107,TDS1274,,1991,1991,79,79,0.5,0.5,11.25,11.51,-3119570,X,,00 03 04.07,-31 06 33.2,00 03 04.07,-31 06 33.2
00032+7619,MRI   7,,1954,2015,307,307,49.7,49.2,8.41,12.83,+75  906,,,00 03 12.87,+76 18 31.0,00 03 12.87,+76 18 31.0
00032+7447,NSN 501,,2000,2016,4,4,17.8,17.8,16.2,20.55,,T,,00 03 14.59,+74 46 49.4,00 03 14.59,+74 46 49.4
00032+4508,HJ 1927,,1828,2016,85,72,16.0,9.6,9.12,10.09,+44 4543,NL,,00 03 09.03,+45 07 30.4,00 03 09.03,+45 07 30.4
00032+3315,ES 2400,,1894,2019,109,105,5.9,6.4,10.49,11.0,,N,,00 02 33.06,+33 15 17.4,00 02 33.06,+33 15 17.4
00032+2234,GRV   3,,1950,2016,195,196,68.4,68.3,11.03,13.52,,,,00 03 15.18,+22 34 20.5,00 03 15.18,+22 34 20.5
00032-2706,LDS2075,,1954,2015,84,83,9.0,8.5,17.7,18.0,,I,,00 02 52.57,-27 05 21.3,00 02 52.57,-27 05 21.3
00033+8239,HJ 3234,AB,1831,1831,201,201,1.3,1.3,9.38,12.4,+81  841,,,00 03 17.00,+82 39 23.6,00 03 17.00,+82 39 23.6
00033+8239,HJ 3234,AC,1831,2015,41,42,10.0,20.0,9.38,12.9,,,,00 03 17.00,+82 39 23.6,00 03 17.00,+82 39 23.6
00033+7823,LOC 124,,2000,2016,247,247,6.6,6.6,15.2,16.5,,T,,00 03 15.06,+78 23 25.1,00 03 15.06,+78 23 25.1
00033+6053,HJ 1928,AB,1828,2015,200,183,14.0,15.2,10.67,11.35,,L U,,00 03 17.51,+60 53 25.1,00 03 17.51,+60 53 25.1
00033+6053,HJ 1928,AC,1909,2015,45,49,20.0,23.7,10.67,14.0,,,,00 03 17.51,+60 53 25.1,00 03 17.51,+60 53 25.1
00033+5833,STI3088,,1910,2016,12,10,2.8,3.8,10.9,12.7,,,,00 03 18.95,+58 33 54.5,00 03 18.95,+58 33 54.5
00033+5332,A  1500,AB,1906,2018,226,242,0.3,0.3,9.9,10.2,+52 3588,,,00 03 18.34,+53 32 21.3,00 03 18.34,+53 32 21.3
00033+5332,A  1500,"AB,C",1917,2023,79,82,8.6,9.0,9.29,13.1,,S,,00 03 18.34,+53 32 21.3,00 03 18.34,+53 32 21.3
00033+5137,TDS1275,,1991,1991,288,288,0.4,0.4,11.54,11.54,,X,,00 03 20.50,+51 36 30.4,00 03 20.50,+51 36 30.4
00033+3357,ES 2209,,1925,2021,240,242,4.4,4.6,9.36,12.5,+33 4823,,,00 03 19.30,+33 57 02.6,00 03 19.30,+33 57 02.6
00033+3103,CRB  24,,1954,2015,195,195,24.6,24.6,13.8,16.7,,V,,00 03 19.71,+31 02 31.1,00 03 19.71,+31 02 31.1
00033+2454,J  3258,,1952,1952,172,172,2.1,2.1,10.1,10.6,,X,,00 03 22.00,+24 54 42.0,00 03 22.00,+24 54 42.0
00033-0100,RST5179,,1943,2018,188,193,1.1,1.1,10.96,11.89,-01 4521,,,00 03 17.39,-01 00 06.6,00 03 17.39,-01 00 06.6
00033-0409,RST4738,AB,1939,2023,76,56,1.5,1.9,8.16,12.2,-04 6013,,,00 03 20.49,-04 08 44.7,00 03 20.49,-04 08 44.7
00033-0409,RBR  31,"Ba,Bb",2001,2023,44,220,0.1,0.1,12.5,12.8,,,,00 03 20.49,-04 08 44.7,00 03 20.49,-04 08 44.7
00033-1100,RST4139,,1938,1950,33,40,0.7,0.7,9.9,13.0,-11 6188,,,00 03 15.87,-10 59 43.2,00 03 15.87,-10 59 43.2
00033-2337,B   633,,1925,2015,156,157,3.6,3.6,9.21,12.36,-2417962,,,00 03 16.93,-23 36 55.5,00 03 16.93,-23 36 55.5
00033-7533,WIS 398,,2015,2015,282,282,50.7,50.7,11.7,,,T,,00 03 18.46,-75 33 21.0,00 03 18.46,-75 33 21.0
00034+6338,CHR 121,,1986,1998,214,214,0.2,0.2,8.32,6.52,+62 2356,,,00 03 25.72,+63 38 25.9,00 03 25.72,+63 38 25.9
00034+1839,GWP   6,,1954,2016,138,140,7.2,7.3,16.9,19.9,,N  R,,00 03 21.32,+18 38 49.6,00 03 21.32,+18 38 49.6
00034+0913,SLW9010,,2000,2016,31,30,5.9,6.0,16.1,16.9,,V,,00 03 23.26,+09 12 30.1,00 03 23.26,+09 12 30.1
00034-2430,LDS2076,,1952,2016,126,128,6.0,5.2,12.61,15.37,,N,,00 03 25.57,-24 29 09.8,00 03 25.57,-24 29 09.8
